अ	[सं.] ना.
कोप्पिनु	अकर्मक क्रिया
कोप्याइ	ना. [√ कोप्याउ (+आइ)]
कोप्याइनु	क.क्रि.
कोप्याउनु	प्रे.क्रि. [कोप्रि+याउ+नु]
कोप्य्राइ	नाम [कोप्य्राउ+आइ]
कोप्य्राउनु	प्रेरणार्थक क्रिया [कोप्रि+याउ+नु]
कोप्रिनु	अ.क्रि. [कोप्रो+इ+नु]
कोप्रे राँबो	नाम [भु.]
कोप्रेछिनु	नाम
कोप्रो	वि. [√ कुप्रो]
कोप्ल्याइ	ना. [√ कोप्ल्याउ+ (आइ)]
कोप्ल्याइनु	क.क्रि.
कोप्ल्याउनु	स. क्रि. [कोप्ल्याक्क+आउ+नु]
कोप्ल्याक	नाम
कोप्ल्याक्क	क्रि.वि. [अ. मू. कोप्ल्याक्+क]
कोफुलको ढुङ्गो	नाम
कोफ्ता	ना. [फा. कोफ्त]
कोफ्ला	नाम
कोबी	नाम [गोभी]
कोब्रा	ना. [अङ्.]
कोब्रिजै	नाम [गु.]
कोभिड	नाम
कोमल	वि. [सं.]
कोमल तालव्य	विशेषण
कोमल तालु	ना.
कोमलता	ना.
कोमला वृत्ति	ना. [सं.]
कोमलाङ्ग	विशेषण [सं. कोमल+अङ्ग]
कोमलावृत्ति	नाम [सं.]
कोमलास्थि	ना. [सं.]
कोमा	नाम [अङ्.]
कोमोरा	नाम [अस.]
कोम्फे	नाम [लि.]
कोय	नाम [गु.]
कोयर	नाम [अव.]
कोयल	[हि.]
कोयला	नाम
कोयाउनु	अ.क्रि. [कोथो+आउ+नु]
कोयान्नु	नाम
कोयी	नाम
कोयु	नाम
कोये	नाम [गु.]
कोयो	ना. [सं. कोष]
कोयोङ्गा	नाम [लि.]
कोर	ना. [सं. कुष्ठ]
कोरँसो	ना. [कोर्+एँसो]
कोरकार	ना. [कोर्+कोर्]
कोरङ्गे	नाम [गु.]
कोरङ्ङो	नाम
कोरम	ना. [अङ्.]
कोरलकारल	नाम
कोरलाइ	ना.
कोरलिनु	क.क्रि.
कोरली	वि. [कोरलो+ई]
कोरलो	वि.
कोरल्नु	स. क्रि. [कोर्+नु]
कोरस	नाम [अङ्.]
कोरा	ना. [सं. कड्ड]
कोरा बसाइ	नाम
कोरा माल	नाम [कोरा+माल]
कोरा सिद्धान्त	नाम
कोरा सिद्धान्तवादी	नाम
कोराँसो	नाम
कोराआ	नाम
कोराइ	ना. [कोर्+आइ]
कोराइ अक्षता	नाम
कोराइ चामल	नाम
कोराउनु	प्रेरणार्थक क्रिया
कोराकोर	ना. [कोर्+आ+कोर्]
कोराङकी	विशेषण
कोरामाल	ना. [कोरा+माल]
कोरिडोर	नाम [अङ्.]
कोरिनु	क.क्रि. [कोर्+इ+नु]
कोरी	ना. [अड्. स्कोर]
कोरीखाना	ना.
कोरीबाटी	ना. [कोर्+ई+बाट्+ई]
कोरु	विशेषण [था.]
कोरेँसो	नाम [कोर्+एँसो]
कोरो	ना. [सं. कोष्ठ]
कोरोना	नाम [अङ्.]
कोर्काली	वि. [कोर्को+आली]
कोर्के	विशेषण
कोर्को	ना.
कोर्चिबाङ	नाम
कोर्चो	विशेषण
कोर्ट	ना. [अङ्.]
कोर्ट फी	ना.
कोर्ट मार्सल	ना.
कोर्नु	स. क्रि. [सं. कुट्टन]
कोर्ने	ना.
कोर्फु	नाम [मणि.]
कोर्मे	नाम
कोर्मोचा	नाम [सुनु.]
कोर्रा	ना. [तु. कोर]
कोर्स	नाम [अङ्.]
कोर्‍या	विशेषण
कोर्‍याँसो	नाम [कोर्+याँसो]
कोर्‍याककोर्‍याक	क्रियाविशेषण [अमू. (द्वि.) कोर्‍याक]
कोर्‍याक्क	क्रियाविशेषण [अमू. (द्वि.) कोर्‍याक]
कोर्‍यामकोर्‍याम	क्रियाविशेषण
कोर्‍याहा	विशेषण [कोर्+याहा]
कोऱ्याककोऱ्याक	क्रि.वि. [अ. मू. कोऱ्याक्+अ (द्वि.)]
कोऱ्याक्क	क्रि.वि. [अ. मू. कोऱ्याक्+क]
कोऱ्याहा	वि. [कोर्+याहा]
कोल	ना.
कोलघारी	नाम
कोलडी	विशेषण
कोलडो	विशेषण
कोलन	नाम [अङ्.]
कोलन्जोर	नाम
कोलबिरे	नाम [अङ्. कलब्रेक]
कोलम्बस	नाम [अङ्.]
कोलम्बो	ना.
कोलम्बो योजना	ना.
कोला	नाम
कोला छुर	नाम
कोलाँ	ना. [नेवा.]
कोलाकोला	ना. [अ. मू. कोला (द्वि.)]
कोलाज	नाम [अङ्.]
कोलाहल	ना. [सं.]
कोलिर	नाम
कोली	ना.
कोली भाट	ना.
कोलीभाट	नाम
कोलु	नाम [मने.]
कोलेङ	नाम
कोलेनिका	नाम [सङ्क्षे.]
कोलेस्टोरल	नाम [अङ्.]
कोलो	नाम [गु.]
कोलोक्सी	नाम [रा.]
कोलोनी	ना. [अड्]
कोल्कोले	नाम
कोल्टाइ	नाम [कोल्टो+आइ]
कोल्टाउनु	सकर्मक क्रिया [कोल्टो+आउ+नु]
कोल्टिनु	अकर्मक क्रिया [कोल्टो+इ+नु]
कोल्टे	वि. [कोल्टो+ए]
कोल्टे निसाफ	नाम
कोल्टेली	विशेषण
कोल्टो	ना. [सं. कक्षवर्त]
कोल्टो फेर्नु	टुक्का
कोल्ट्या	विशेषण
कोल्ट्याउनु	सकर्मक क्रिया [कोल्टो+याउ+नु]
कोल्थे कुम्लो	नाम
कोल्थो	नाम
कोल्या	ना.
कोल्हबी	नाम
कोल्हु	नाम [मग.]
कोविद	ना. [सं.]
कोविदार	ना. [सं.]
कोश	ना. [सं.]
कोशकार	ना.
कोशपाल	ना.
कोशविज्ञान	ना.
